date,state,avgLoans,totalLoans,avgTerm,avgIntRate,avgGrade,avgEmpLength,avgAnnualInc,avgVerifStatus,avgHomeOwner,avgOpenAcc,avgRevolBal,avgRevolUtil,avgTotalAcc,countOfLoans
2012-05-01,DE,10952.272727272728,120475,40.36363636363637,14.435454545454546,2.8181818181818183,5,67272.72727272728,0.8181818181818182,0.09090909090909091,8.818181818181818,13854.09090909091,70.05454545454546,20.272727272727273,11
2012-06-01,DE,13691.07142857143,191675,44.57142857142857,16.020714285714284,3.4285714285714284,7.333333333333333,71071.42857142857,0.7142857142857143,0,10.571428571428571,17192.35714285714,68.75,24.571428571428573,14
2012-07-01,DE,17579.545454545456,193375,44.72727272727273,14.710909090909091,2.909090909090909,6.090909090909091,87363.63636363637,0.5454545454545454,0.18181818181818182,9.818181818181818,24731.454545454544,70.24545454545455,25.454545454545453,11
2012-08-01,DE,16630.555555555555,149675,46.666666666666664,17.66111111111111,3.7777777777777777,5.5,68529.20444444445,0.7777777777777778,0.2222222222222222,10,16640.222222222223,71.32222222222222,24.22222222222222,9
2012-09-01,DE,9250,37000,42,12.99,2.25,4.333333333333333,40093.25,0.75,0.25,10.5,17344,53.05,20,4
2012-10-01,DE,13698.684210526315,260275,41.05263157894737,13.89578947368421,2.5789473684210527,6.5,60805.26315789474,0.6842105263157895,0.10526315789473684,12.157894736842104,16868.42105263158,61.12105263157895,28.789473684210527,19
2012-11-01,DE,10997.5,109975,40.8,14.987,2.9,5.6,64305.6,0.8,0.2,12.3,16844.8,58.69,28.9,10
2012-12-01,DE,16833.333333333332,202000,42,13.954166666666666,2.5833333333333335,6.333333333333333,83706.66666666667,0.8333333333333334,0,8.75,17637.583333333332,54.28333333333333,23.5,12
2013-01-01,DE,12879.166666666666,231825,41.333333333333336,14.252222222222223,2.7222222222222223,5.25,67618.88888888889,0.5555555555555556,0,11.833333333333334,18024.88888888889,62.81111111111111,25.88888888888889,18
2013-02-01,DE,16340,408500,39.84,12.067599999999999,2.12,5.72,95586.24,0.68,0.04,13.88,39114.16,60.312,29.08,25
2013-03-01,DE,15200,152000,45.6,14.875,2.8,5.888888888888889,67349.7,0.5,0.2,11.3,21042.6,68.59,24.5,10
2013-04-01,DE,13109.52380952381,275300,45.142857142857146,15.719999999999999,3.0952380952380953,6.714285714285714,58668.42857142857,0.7619047619047619,0.09523809523809523,10.571428571428571,10855.904761904761,52.225,22.571428571428573,21
2013-05-01,DE,12898.076923076924,335350,42.46153846153846,15.383846153846154,3.0384615384615383,6.125,85241.26923076923,0.6923076923076923,0.11538461538461539,11.884615384615385,21010.19230769231,54.91923076923077,27.423076923076923,26
2013-06-01,DE,14026.470588235294,476900,38.8235294117647,14.080588235294117,2.6470588235294117,6.96875,66741.85294117648,0.7941176470588235,0.11764705882352941,10.441176470588236,20953.176470588234,59.84117647058824,23.91176470588235,34
2013-07-01,DE,17896.739130434784,411625,44.34782608695652,15.729565217391304,3.217391304347826,6.2727272727272725,86284.47826086957,0.6521739130434783,0,10.608695652173912,19090.695652173912,70.21739130434783,23.91304347826087,23
2013-08-01,DE,17046.79487179487,664825,45.23076923076923,14.227179487179487,2.7435897435897436,6.45945945945946,84175.08692307692,0.7435897435897436,0.02564102564102564,10.974358974358974,18340.79487179487,57.09487179487179,25.128205128205128,39
2013-09-01,DE,14415.243902439024,591025,46.53658536585366,15.64390243902439,3.073170731707317,6.256410256410256,66416.82926829268,0.9024390243902439,0.14634146341463414,9.560975609756097,17694.48780487805,64.03902439024391,22.097560975609756,41
2013-10-01,DE,14975.581395348838,643950,43.81395348837209,15.452558139534883,3.0232558139534884,6.45,75325.32558139534,0.6744186046511628,0.06976744186046512,11.30232558139535,16175.976744186046,61.013953488372096,25.767441860465116,43
2013-11-01,DE,14440.697674418605,620950,40.46511627906977,14.443488372093023,2.7209302325581395,6.2926829268292686,82761.3953488372,0.8372093023255814,0.06976744186046512,11.651162790697674,19696.39534883721,59.188372093023254,27.13953488372093,43
2013-12-01,DE,14323.484848484848,472675,44,14.244545454545454,2.787878787878788,7,85633.0303030303,0.7878787878787878,0.030303030303030304,12.030303030303031,16682.242424242424,50.47575757575758,28.303030303030305,33
2014-01-01,DE,15766.935483870968,488775,43.74193548387097,14.398709677419355,2.870967741935484,6.172413793103448,88824.03225806452,0.9032258064516129,0.16129032258064516,12.806451612903226,18726,54.78064516129032,34.03225806451613,31
2014-02-01,DE,15267.222222222223,687025,44,14.369777777777777,2.8666666666666667,6.2,65847.3111111111,0.8222222222222222,0.044444444444444446,11.133333333333333,16917.4,59.872727272727275,25.77777777777778,45
2014-03-01,DE,16441.666666666668,690550,46.857142857142854,14.975714285714286,3.0714285714285716,6.975,74383.07619047619,0.7619047619047619,0.047619047619047616,12.357142857142858,17839.97619047619,57.49523809523809,28.523809523809526,42
2014-04-01,DE,15599.5,779975,46.08,15.072799999999999,3.08,6.553191489361702,72562.73,0.72,0.12,12.16,17913.6,59.424,28.28,50
2014-05-01,DE,14292.578125,914725,43.125,14.50375,3.09375,6.568965517241379,68789.30625,0.890625,0.109375,11.546875,14327.171875,54.0234375,25.21875,64
2014-06-01,DE,16677.17391304348,767150,49.56521739130435,14.49,3.239130434782609,7.659090909090909,72754.56521739131,0.6739130434782609,0.08695652173913043,11.58695652173913,15367.847826086956,55.10217391304348,27.32608695652174,46
2014-07-01,DE,15899.70588235294,1351475,45.6,14.926941176470589,3.3529411764705883,7.358974358974359,67816.01741176471,0.7058823529411765,0.11764705882352941,12.282352941176471,17098.011764705883,59.923529411764704,28.67058823529412,85
2014-08-01,DE,13632.142857142857,763400,43.285714285714285,14.368214285714286,3.1785714285714284,6.277777777777778,68837.96428571429,0.6071428571428571,0.08928571428571429,11.321428571428571,16973.071428571428,60.01428571428571,26.017857142857142,56
2014-09-01,DE,16297.79411764706,554125,44.470588235294116,14.23764705882353,3.1176470588235294,5.806451612903226,76091.61764705883,0.7058823529411765,0.11764705882352941,10.470588235294118,15863.911764705883,64.97058823529412,23.58823529411765,34
2014-10-01,DE,14595.183486238531,1590875,45.24770642201835,12.93256880733945,2.697247706422018,6.233009708737864,74590.52559633028,0.6788990825688074,0.07339449541284404,11.844036697247706,18551.29357798165,55.101834862385324,26.678899082568808,109
2014-11-01,DE,13598.880597014926,911125,43.88059701492537,12.353731343283583,2.5671641791044775,6.761904761904762,69278.77313432835,0.7014925373134329,0.07462686567164178,11.477611940298507,16255.059701492537,53.286567164179104,26.582089552238806,67
2014-12-01,DE,15060.15625,481925,43.5,13.76125,3.0625,6.064516129032258,80778.25,0.71875,0.21875,11.84375,22609.9375,54.29375,24.5,32
2015-01-01,DE,14931.510416666666,1433425,45,12.583854166666667,2.6979166666666665,6.304347826086956,76978.8125,0.6979166666666666,0.11458333333333333,11.34375,20310.03125,58.83645833333333,27.25,96
2015-02-01,DE,12724.038461538461,992475,44.30769230769231,13.281666666666666,2.9615384615384617,6.571428571428571,62772.83435897436,0.6923076923076923,0.14102564102564102,10.833333333333334,16075.653846153846,57.46025641025641,23.012820512820515,78
2015-03-01,DE,16069.135802469136,1301600,45.48148148148148,12.789259259259259,2.8271604938271606,6.824324324324325,78073.95061728395,0.5925925925925926,0.037037037037037035,11.703703703703704,19440.395061728395,59.9641975308642,28.28395061728395,81
2015-04-01,DE,14885.365853658537,1830900,45.170731707317074,13.097154471544716,2.894308943089431,6.743589743589744,72857.48902439025,0.7398373983739838,0.15447154471544716,11.317073170731707,15508.821138211382,55.89349593495935,26.065040650406505,123
2015-05-01,DE,14858.734939759037,1233275,43.2289156626506,12.901686746987952,2.855421686746988,6.822784810126582,77979.21373493975,0.6867469879518072,0.10843373493975904,13.108433734939759,22240.44578313253,55.42530120481928,27.289156626506024,83
2015-06-01,DE,13847.093023255815,1190850,44.651162790697676,12.77546511627907,2.8372093023255816,6.397435897435898,71502.04372093023,0.7325581395348837,0.1744186046511628,12.953488372093023,15548.732558139534,50.336046511627906,27.3953488372093,86
2015-07-01,DE,16549.632352941175,2250750,44.8235294117647,13.457132352941176,3.0661764705882355,5.883720930232558,81713.12867647059,0.7352941176470589,0.15441176470588236,11.727941176470589,18231.397058823528,56.388970588235296,25.61764705882353,136
2015-08-01,DE,15228.03738317757,1629400,42.953271028037385,12.609065420560748,2.794392523364486,6.760416666666667,81100.39252336448,0.6728971962616822,0.07476635514018691,12.009345794392523,24728.616822429907,53.03457943925233,24.411214953271028,107
2015-09-01,DE,15661.538461538461,1425200,43.120879120879124,12.393846153846154,2.78021978021978,6.523255813953488,74611.12747252747,0.7472527472527473,0.10989010989010989,11.945054945054945,19847.32967032967,51.95777777777778,25.186813186813186,91
2015-10-01,DE,15973.175182481751,2188325,46.33576642335766,13.023868613138687,2.9197080291970803,6.674603174603175,77171.61167883212,0.7445255474452555,0.13138686131386862,10.802919708029197,17367.576642335767,54.97737226277372,24.343065693430656,137
2015-11-01,DE,14323.13829787234,1346375,44.93617021276596,12.17063829787234,2.627659574468085,6.459770114942529,76793.71744680851,0.7659574468085106,0.1276595744680851,11.872340425531915,21787.255319148935,57.29255319148936,25.03191489361702,94
2015-12-01,DE,14064.370078740158,1786175,43.37007874015748,12.422204724409449,2.7559055118110236,6.008264462809917,74637.20472440944,0.7244094488188977,0.11811023622047244,11.606299212598426,15627.102362204725,54.666141732283464,23.590551181102363,127
2016-01-01,DE,15365.3125,1229225,43.2,11.928749999999999,2.55,6.756756756756757,80246.35,0.55,0.1,12.725,25053.2375,54.74125,26.0875,80
2016-02-01,DE,14529.605263157895,1656375,42.94736842105263,12.299649122807018,2.6666666666666665,6.7254901960784315,85220.70368421053,0.631578947368421,0.13157894736842105,12.692982456140351,18526.526315789473,51.54824561403509,27.587719298245613,114
2016-03-01,DE,14683.419689119171,2833900,41.84455958549223,12.100362694300518,2.5958549222797926,6.353932584269663,80457.243626943,0.5699481865284974,0.15025906735751296,12.077720207253886,16632.78756476684,51.28238341968912,27.046632124352332,193
2016-04-01,DE,14107.731958762886,1368450,40.94845360824742,12.875154639175257,2.7628865979381443,6.188888888888889,75184.70103092784,0.6804123711340206,0.12371134020618557,11.814432989690722,18504.917525773195,46.684536082474224,25.123711340206185,97
2016-05-01,DE,14746.794871794871,1150250,43.38461538461539,12.743205128205128,2.641025641025641,6.092105263157895,77357.43589743589,0.6153846153846154,0.08974358974358974,13.153846153846153,18633.55128205128,57.87564102564102,26.666666666666668,78
2016-06-01,DE,12933.762886597939,1254575,42.92783505154639,12.493711340206186,2.5463917525773194,5.978494623655914,74615.20082474226,0.7628865979381443,0.10309278350515463,12.391752577319588,16785.896907216495,48.03298969072165,24.536082474226806,97
2016-07-01,DE,13434.946236559139,1249450,42.70967741935484,13.769784946236559,2.763440860215054,6.2444444444444445,74755.45161290323,0.7849462365591398,0.0967741935483871,12.311827956989248,15657.935483870968,49.31505376344086,24.559139784946236,93
2016-08-01,DE,14079.646017699115,1591000,43.008849557522126,12.958672566371682,2.584070796460177,6.475728155339806,78996.56637168142,0.6637168141592921,0.168141592920354,12.52212389380531,17176.778761061945,46.87699115044248,24.76991150442478,113
2016-09-01,DE,14604.545454545454,1124550,43.48051948051948,15.495584415584416,3.168831168831169,5.542857142857143,78218.17662337662,0.7662337662337663,0.18181818181818182,12.454545454545455,27502.467532467534,53.96623376623376,24.207792207792206,77
2016-10-01,DE,13755.16304347826,1265475,41.21739130434783,13.417065217391304,2.739130434782609,6.730337078651686,80429.01086956522,0.6739130434782609,0.07608695652173914,12.673913043478262,16208.141304347826,51.09891304347826,25.619565217391305,92
2016-11-01,DE,13264.805825242718,1366275,42.05825242718446,14.154854368932039,2.883495145631068,6.634408602150538,72568.61165048544,0.6990291262135923,0.0970873786407767,10.912621359223301,16925.06796116505,53.91650485436893,22.009708737864077,103
2016-12-01,DE,12888.260869565218,1482150,41.84347826086957,13.728347826086956,2.765217391304348,6.368932038834951,72586.43478260869,0.7391304347826086,0.1391304347826087,11.365217391304348,14123.260869565218,49.267826086956525,22.817391304347826,115
2017-01-01,DE,14577.777777777777,1049600,44,14.524166666666666,2.9444444444444446,6.537313432835821,78632.69444444444,0.75,0.1111111111111111,12.527777777777779,16681.791666666668,52.96388888888889,24.819444444444443,72
2017-02-01,DE,12966.358024691359,1050275,41.629629629629626,13.386913580246913,2.6296296296296298,6.472222222222222,77691.05209876543,0.7037037037037037,0.13580246913580246,12.839506172839506,18337.765432098764,46.04074074074074,25.271604938271604,81
2017-03-01,DE,15646.848739495797,1861975,44.26890756302521,13.590168067226891,2.722689075630252,7.066037735849057,72266.54957983193,0.6470588235294118,0.07563025210084033,12.319327731092438,17184.714285714286,47.424369747899156,26.352941176470587,119
2007-06-01,FL,2000,2000,36,9.96,2,1,6000,0,0,NaN,0,NaN,NaN,1
2007-07-01,FL,6777.272727272727,74550,36,12.745454545454546,4.090909090909091,1.9090909090909092,48772.72727272727,0,0.09090909090909091,5.9,7313.545454545455,47.71,10,11
2007-08-01,FL,9046.875,144750,36,12.980625,4.4375,3.5,90531.25,0,0.125,8.9375,24454.6875,47.46,14.6875,16
2007-09-01,FL,7466.666666666667,44800,36,13.276666666666666,4.5,4.833333333333333,44010.333333333336,0,0.16666666666666666,6.5,27504.666666666668,45.08333333333333,17,6
2007-10-01,FL,8841.666666666666,132625,36,14.571333333333333,5.333333333333333,3.3333333333333335,54701.30133333334,0,0.06666666666666667,9.4,9035.133333333333,59.153333333333336,14.933333333333334,15
2007-11-01,FL,9916.25,198325,36,11.8245,3.55,4.1,107582.08,0,0.05,7.7,20530,47.01,19.75,20
2007-12-01,FL,10425,166800,36,10.65125,2.875,2.3125,45731.3125,0,0.125,8.1875,6596.75,45.2125,15.5,16
2008-01-01,FL,10683.333333333334,224350,36,10.518571428571429,2.5238095238095237,3.380952380952381,72398.04761904762,0,0,8.666666666666666,16270.190476190477,37,18.238095238095237,21
2008-02-01,FL,6570.3125,105125,36,11.43375,2.9375,4.9375,59893.25,0,0.125,8.3125,8578.3125,55.43125,15.5625,16
2008-03-01,FL,10014,250350,36,11.8252,3.12,4.08,157664.16,0.04,0.04,8.96,16988.12,42.624,18.4,25
2008-04-01,FL,9359.722222222223,168475,36,12.04111111111111,3.388888888888889,4.666666666666667,59342.11111111111,0.2222222222222222,0.2777777777777778,11.722222222222221,23959.833333333332,50.46111111111111,24.27777777777778,18
2008-05-01,FL,6640,33200,36,12.48,3.6,3.6,69226.824,0.4,0,11.4,14036.2,42.72,30,5
2008-06-01,FL,3920,19600,36,9.59,1.6,7,54200,0.2,0.2,4.8,5939.4,46.16,10.8,5
2008-07-01,FL,6045.833333333333,72550,36,11.456666666666667,2.8333333333333335,3.5,39697.666666666664,0.3333333333333333,0,5.75,5215.25,38.86666666666667,8.666666666666666,12
2008-08-01,FL,6071.428571428572,42500,36,11.531428571428572,3,3.4285714285714284,61713.71428571428,0.14285714285714285,0.2857142857142857,9.142857142857142,9676.57142857143,41.68571428571428,15.857142857142858,7
2008-09-01,FL,4182.142857142857,29275,36,13.021428571428572,3.7142857142857144,4.428571428571429,48918.857142857145,0.14285714285714285,0,10.428571428571429,24508.285714285714,63.24285714285714,25.714285714285715,7
2008-10-01,FL,7284.375,116550,36,10.91,2.3125,5.4375,81331.5,0.375,0.0625,11.0625,25571.3125,30.625,24.8125,16
2008-11-01,FL,11068.75,88550,36,13.07875,3.5,5.125,68264.5,0.25,0,9.875,17538.25,72.71249999999999,33.25,8
2008-12-01,FL,9027.272727272728,198600,36,12.622727272727273,2.9545454545454546,4.409090909090909,73957.63636363637,0.45454545454545453,0.09090909090909091,10.045454545454545,22554.090909090908,51.06363636363636,19.863636363636363,22
2009-01-01,FL,9052.380952380952,190100,36,12.853809523809524,2.9523809523809526,3.9047619047619047,63560.02952380952,0.6666666666666666,0,10.523809523809524,28809.95238095238,52.13333333333333,22.761904761904763,21
2009-02-01,FL,9227.777777777777,166100,36,14.047222222222222,3.611111111111111,3.7222222222222223,55765.88888888889,0.6666666666666666,0,8.61111111111111,14853.5,51.394444444444446,23.61111111111111,18
2009-03-01,FL,8070.833333333333,193700,36,12.202083333333333,2.6666666666666665,3.8333333333333335,58324.80333333333,0.5,0.041666666666666664,9.666666666666666,14264.958333333334,43.86666666666667,20.625,24
2009-04-01,FL,11462.5,229250,36,13.189,3.2,3.6,56293.34,0.65,0,8.1,9291.2,49.005,19.2,20
2009-05-01,FL,9771.42857142857,273600,36,11.91,2.4285714285714284,4.392857142857143,66619.64285714286,0.5357142857142857,0,9.035714285714286,20361.571428571428,51.43928571428572,21.428571428571427,28
2009-06-01,FL,6996.428571428572,195900,36,11.731428571428571,2.3214285714285716,4.178571428571429,47314.392857142855,0.5,0.17857142857142858,9.857142857142858,13355.214285714286,41.028571428571425,20.285714285714285,28
2009-07-01,FL,8463.888888888889,304700,36,11.981666666666667,2.5,3.1666666666666665,57859.083333333336,0.5277777777777778,0.027777777777777776,9.694444444444445,19021.666666666668,49.21111111111111,21.02777777777778,36
2009-08-01,FL,10025.714285714286,350900,36,12.934857142857142,2.7714285714285714,4.6571428571428575,67575.82857142857,0.6571428571428571,0.05714285714285714,8.857142857142858,15820.485714285714,54.28,20.771428571428572,35
2009-09-01,FL,9394.387755102041,460325,36,12.022857142857143,2.4489795918367347,4.26530612244898,58096.63265306123,0.4897959183673469,0.02040816326530612,8.551020408163266,18839.428571428572,45.99040816326531,20.510204081632654,49
2009-10-01,FL,8827.380952380952,370750,36,12.360714285714286,2.5476190476190474,4.595238095238095,71464.33333333333,0.2619047619047619,0.047619047619047616,8.666666666666666,17979.380952380954,46.85476190476191,20.452380952380953,42
2009-11-01,FL,9652,482600,36,12.9264,2.92,3.8,65954.88,0.1,0.14,9.04,18151.32,49.273,19.82,50
2009-12-01,FL,9862.222222222223,443800,36,12.286,2.5555555555555554,4.7555555555555555,66484.51733333334,0.044444444444444446,0.06666666666666667,7.7555555555555555,18303.4,44.647999999999996,19.866666666666667,45
2010-01-01,FL,11572.972972972973,428200,36,12.434864864864865,2.7567567567567566,4.277777777777778,77710.6918918919,0.10810810810810811,0.16216216216216217,9.243243243243244,13827.18918918919,51.67567567567568,23.89189189189189,37
2010-02-01,FL,9491.203703703704,512525,36,11.311666666666667,2.314814814814815,4.537037037037037,61581.59925925926,0.07407407407407407,0.14814814814814814,9.5,14570.5,42.54259259259259,21.37037037037037,54
2010-03-01,FL,10269.776119402984,688075,36,12.14044776119403,2.671641791044776,5.2727272727272725,59947.40298507463,0.11940298507462686,0.07462686567164178,8.17910447761194,13192.746268656716,49.41194029850746,19.746268656716417,67
2010-04-01,FL,8911.904761904761,561450,36,11.729682539682539,2.4761904761904763,4.655737704918033,52267.46031746032,0.3333333333333333,0.047619047619047616,8.301587301587302,12787.746031746032,49.09650793650793,18.015873015873016,63
2010-05-01,FL,11057.786885245901,674525,40.721311475409834,11.318688524590163,2.3114754098360657,6.016393442622951,64740.852459016394,0.4262295081967213,0.08196721311475409,9.78688524590164,15398.295081967213,41.678688524590164,23.327868852459016,61
2010-06-01,FL,10038.953488372093,863350,46.325581395348834,12.663023255813954,2.8488372093023258,5.329411764705882,65754.33720930232,0.5465116279069767,0.09302325581395349,9.127906976744185,14668.406976744185,50.336470588235294,22.488372093023255,86
2010-07-01,FL,10384.74025974026,799625,41.922077922077925,12.25025974025974,2.6493506493506493,5.013513513513513,66946.46285714286,0.5194805194805194,0.09090909090909091,9.922077922077921,14248.025974025973,48.42467532467533,23.207792207792206,77
2010-08-01,FL,10083.791208791208,917625,46.81318681318681,13.387692307692308,3.142857142857143,4.931818181818182,57800.52967032967,0.7802197802197802,0.12087912087912088,9.043956043956044,14867.439560439561,51.71758241758242,21.813186813186814,91
2010-09-01,FL,10639.864864864865,787350,41.83783783783784,12.279864864864864,2.7567567567567566,4.797297297297297,61178.464864864865,0.7432432432432432,0.08108108108108109,9.04054054054054,11912.54054054054,50.91081081081081,20.85135135135135,74
2010-10-01,FL,9828.888888888889,884600,46.93333333333333,11.945,2.7,5.793103448275862,68971.21155555555,0.7,0.1,9.155555555555555,13376.966666666667,45.29555555555555,22.033333333333335,90
2010-11-01,FL,9707.594936708861,766900,43.59493670886076,9.884430379746835,2.1392405063291138,5.675324675324675,64060.48860759494,0.7088607594936709,0.10126582278481013,8.848101265822784,14159.962025316456,48.9126582278481,21.759493670886076,79
2010-12-01,FL,10232.692307692309,798150,47.38461538461539,10.475,2.3846153846153846,4.507042253521127,60699.58974358974,0.6282051282051282,0.08974358974358974,9.384615384615385,12520.564102564103,45.9925641025641,21.205128205128204,78
2011-01-01,FL,10235.904255319148,962175,42.8936170212766,10.747659574468084,2.4468085106382977,4.637362637362638,58489.73606382979,0.723404255319149,0.0851063829787234,8.691489361702128,12621.04255319149,51.91489361702128,20.5531914893617,94
2011-02-01,FL,11640.406976744185,1001075,45.76744186046512,11.800116279069767,2.7325581395348837,5.590361445783133,65792.41395348837,0.6744186046511628,0.09302325581395349,9.313953488372093,12540.697674418605,45.265116279069765,21.790697674418606,86
2011-03-01,FL,9959.946236559139,926275,44.774193548387096,11.314408602150538,2.5698924731182795,5.390804597701149,62968.17204301075,0.6559139784946236,0.06451612903225806,9.172043010752688,11759.655913978495,45.19139784946237,21.9247311827957,93
2011-04-01,FL,11098.165137614678,1209700,45.908256880733944,11.703394495412844,2.6422018348623855,5.153846153846154,66678.71266055046,0.7522935779816514,0.06422018348623854,8.825688073394495,15256.155963302752,40.35321100917431,20.59633027522936,109
2011-05-01,FL,11728.488372093023,1512975,47.906976744186046,12.924883720930232,2.8449612403100777,5.637795275590551,60310.51937984496,0.6511627906976745,0.11627906976744186,8.837209302325581,12554.186046511628,51.2046511627907,21.023255813953487,129
2011-06-01,FL,10827.777777777777,1559200,44,11.924444444444445,2.4583333333333335,5.231343283582089,66347.70833333333,0.625,0.09722222222222222,9.38888888888889,12765.104166666666,45.91243055555555,21.97222222222222,144
2011-07-01,FL,11098.214285714286,1709125,42.857142857142854,12.622922077922079,2.6948051948051948,5.647887323943662,63829.26155844156,0.5974025974025974,0.09740259740259741,9.974025974025974,12394.415584415585,47.56064935064935,22.40909090909091,154
2011-08-01,FL,10714.893617021276,1510800,43.48936170212766,12.244964539007093,2.5815602836879434,5.768656716417911,62614.63120567376,0.6524822695035462,0.11347517730496454,9.035460992907801,12386.843971631206,47.38439716312057,21.19148936170213,141
2011-09-01,FL,11720.238095238095,1722875,44,11.07530612244898,2.142857142857143,5.361702127659575,67863.88408163266,0.6462585034013606,0.07482993197278912,9.653061224489797,11973.204081632653,41.98897959183674,22.571428571428573,147
2011-10-01,FL,12168.072289156626,2019900,43.08433734939759,11.996927710843373,2.319277108433735,5.2625,68848.65662650602,0.6566265060240963,0.08433734939759036,9.259036144578314,12480.572289156626,49.053373493975904,22.349397590361445,166
2011-11-01,FL,11710,1990700,42.35294117647059,12.783882352941177,2.5941176470588236,5.0184049079754605,64081.74123529412,0.7647058823529411,0.1,9.341176470588236,13608.035294117648,55.01705882352941,21.5,170
2011-12-01,FL,13531.43274853801,2313875,44.70175438596491,13.406783625730993,2.8128654970760234,5.571428571428571,64603.65426900585,0.6842105263157895,0.10526315789473684,9.473684210526315,12423.87134502924,62.5719298245614,20.68421052631579,171
2012-01-01,FL,12804.861111111111,2765850,40.55555555555556,12.339907407407408,2.4074074074074074,5.876777251184834,68309.9362037037,0.6342592592592593,0.10185185185185185,9.24537037037037,13456.99537037037,54.04883720930233,21.25462962962963,216
2012-02-01,FL,13373.271276595744,2514175,41.361702127659576,12.792978723404255,2.5319148936170213,5.6464088397790055,66902.04132978723,0.7127659574468085,0.0797872340425532,10.01063829787234,14261.436170212766,56.486702127659576,22.76063829787234,188
2012-03-01,FL,12882.916666666666,3091900,40.1,12.239374999999999,2.2583333333333333,5.726027397260274,67357.04008333334,0.7083333333333334,0.1,10.091666666666667,14343.733333333334,54.907916666666665,23.458333333333332,240
2012-04-01,FL,12524.724264705883,3406725,39.970588235294116,12.475110294117647,2.323529411764706,5.736434108527132,65078.21018382353,0.6727941176470589,0.11397058823529412,9.915441176470589,13602.992647058823,57.33897058823529,20.988970588235293,272
2012-05-01,FL,13230.888429752065,3201875,40.95867768595041,12.918512396694215,2.43801652892562,5.757575757575758,74113.14421487604,0.6776859504132231,0.10330578512396695,10.446280991735538,14344.289256198346,52.11198347107438,22.818181818181817,242
2012-06-01,FL,12007.79569892473,3350175,39.87096774193548,13.705555555555556,2.630824372759857,5.397003745318352,59814.14433691756,0.5878136200716846,0.07885304659498207,10.56989247311828,13023.827956989247,58.18709677419355,22.107526881720432,279
2012-07-01,FL,12349.524940617577,5199150,39.87648456057007,13.900475059382423,2.624703087885986,5.406403940886699,62515.2886935867,0.5368171021377672,0.0855106888361045,11.049881235154395,13527.11163895487,56.52399049881235,22.282660332541568,421
2012-08-01,FL,12140.738161559888,4358525,39.476323119777156,13.799721448467967,2.5793871866295266,5.6895522388059705,64984.88066852368,0.520891364902507,0.08913649025069638,11.200557103064067,15054.061281337048,56.59301675977654,23.473537604456826,359
2012-09-01,FL,12044.807280513918,5624925,39.95717344753747,13.57152034261242,2.5117773019271947,5.856828193832599,60458.87794432548,0.5267665952890792,0.08137044967880086,10.768736616702355,13908.398286937902,56.28115631691649,22.38115631691649,467
2012-10-01,FL,12198.32285115304,5818600,39.522012578616355,13.937924528301886,2.593291404612159,5.966960352422907,61965.16876310272,0.6037735849056604,0.0880503144654088,10.136268343815514,13065.67924528302,59.170649895178194,21.58071278825996,477
2012-11-01,FL,12430.885780885781,5332850,39.52447552447553,13.863310023310023,2.62004662004662,5.567961165048544,64215.02846153846,0.6060606060606061,0.09557109557109557,11.146853146853147,15834.32867132867,57.35501165501166,24.494172494172496,429
2012-12-01,FL,14473.12030075188,5774775,40.51127819548872,14.197919799498747,2.6791979949874687,6.034300791556729,73509.9067669173,0.6992481203007519,0.10025062656641603,11.37092731829574,16301.047619047618,57.297243107769425,25.423558897243108,399
2013-01-01,FL,14089.308510638299,6621975,40.238297872340425,14.629297872340425,2.793617021276596,5.8175675675675675,69396.78236170212,0.6553191489361702,0.08297872340425531,11.342553191489362,19785.817021276594,62.784861407249466,24.612765957446808,470
2013-02-01,FL,14427.412280701754,6578900,40.26315789473684,14.363179824561403,2.712719298245614,5.816091954022989,69367.85557017544,0.6403508771929824,0.07236842105263158,11.322368421052632,16640.548245614034,61.31206140350877,23.69956140350877,456
2013-03-01,FL,14374.060150375939,7647000,39.78947368421053,14.282142857142857,2.7142857142857144,6.053045186640471,69730.23817669172,0.6353383458646616,0.08270676691729323,11.109022556390977,18126.793233082706,57.886629001883236,23.25375939849624,532
2013-04-01,FL,14327.624555160142,8052125,40.612099644128115,14.37846975088968,2.7473309608540926,6.018975332068311,71977.70596085409,0.6921708185053381,0.1103202846975089,11.462633451957295,18140.177935943062,57.193594306049825,24.154804270462634,562
2013-05-01,FL,13563.738738738739,9033450,40.93693693693694,14.928888888888888,2.921921921921922,6.049050632911392,68596.81228228228,0.6996996996996997,0.0945945945945946,11.232732732732734,15706.951951951953,56.384962406015035,23.68018018018018,666
2013-06-01,FL,13623.847631241997,10640225,41.162612035851474,14.831485275288092,2.9001280409731116,6.055181695827725,66275.27743918054,0.6670934699103713,0.10371318822023047,10.7247119078105,13454.565941101153,56.65249679897567,23.026888604353392,781
2013-07-01,FL,12991.053299492385,10236950,40.75126903553299,14.22997461928934,2.8109137055837565,6.17910447761194,66134.6697461929,0.6548223350253807,0.087563451776649745,10.878172588832488,14515.818527918782,55.1741116751269,23.711928934010153,788
2013-08-01,FL,13431.183115338883,11295625,41.93579072532699,14.403400713436385,2.8644470868014267,5.968152866242038,66031.34731272295,0.6860879904875149,0.09631391200951249,11.058263971462544,15970.399524375744,55.8675,23.286563614744352,841
